pharmacy	'fɑrməsi	'fɑːməsɪ	n::药房；配药学，药剂学；制药业；一批备用药品::a shop or a part of a shop where medicines are prepared and sold	college of pharmacy::药学院；药剂学院¦pharmacy equipment::药房设备	an all-night pharmacy::通宵药店	n::药房；[药]配药学，药剂学；制药业；一批备用药品::dispensary, officina	n::pharmacist:: 药剂师¦n::pharmacopoeia:: 药典，处方书；一批备用药品¦n::pharmaceutics:: 制药学；配药学		 pharma (药) + cy (学科) → 药剂学			
raconteur	,rækɑn'tɝ	ˌrækɔn'təː	n:: 善谈者::		Charles Dickens was a raconteur par excellence.::查尔斯·狄更斯是一位非常卓越的健谈者。	n::健谈者；善谈者；擅长讲故事的人::schmoozer, conversationist			 racont ( = recount， 描述) + eur (人) → 善谈者			
ferocious	fə'roʃəs	fə'rəuʃəs	adj:: 凶恶的， 残忍的， 凶猛的； 十分强烈的， 极度的::violent, dangerous, and frightening		a ferocious, hungry lion::一头凶猛的饿狮¦a ferocious battle::残酷的战役¦The storm grew more and more ferocious with each second.::风暴每一秒钟都在加剧。	adj::残忍的；惊人的::tremendous, cruel, brutal, incredible, spectacular	[n::ferociousness:: 凶恶；厉害；残忍¦adv::ferociously:: 残忍地；野蛮地；凶猛地¦n::ferocity:: 凶猛；残忍；暴行		 feroc (凶猛) + ious → 凶猛的			
forage	'fɔrɪdʒ	'fɔridʒ	v:: 搜索::to go around searching for food or other supplies¦n::草料::food supplies for horses and cattle	forage grass::饲草¦forage for::v. 搜查¦forage plant::饲用植物；饲料植物¦forage crop::饲料作物	In the summer, the goats forage freely (= in any place they want to go ) .::夏天，羊群自由自在地觅食。	n::[畜牧]饲料；草料；搜索::feed, scanning, searching¦vi::搜寻粮草；搜寻::search, hunt for			 for (为了) + age (年龄) → 为了年龄 (成长) 寻找粮草 → 搜索			
colloid	'kɑlɔɪd	'kɔlɔid	n:: 胶体::a mixture having particles of one component, with diameters between 10–7 and 10–9 metres, suspended in a continuous phase of another component	colloid mill::n. 胶体磨¦protective colloid::[化]保护胶体¦colloid chemistry::胶体化学	A colloid is a suspension of particles within some substance.::胶质是某种物质的分子悬浮流体。¦Among them agraffe is the most popular element, transparent colloid sole also is new use data.::其中搭扣是最流行的元素，透明的胶质鞋底也是新使用的材料。¦The follicles of the adenoma contain colloid, but there is greater variability in size than normal.::腺瘤滤泡内包含胶质，但滤泡大小不等。	adj::[物化]胶质的::gluey¦n::[物化]胶质::gelatine, pectin	adj::colloidal:: 胶体的；胶质的；胶状的					
gigantic	dʒaɪ'ɡæntɪk	dʒai'gæntik	adj:: 巨大的， 庞大的::extremely big		a gigantic skyscraper::摩天大楼	adj::巨大的，庞大的::huge, enormous, tremendous, massive, macro	n::gigantism:: 巨大；[内科] 巨人症；巨大畸形		 gigant (看作giant， 巨人) + ic (…的) → 巨大的			
geology	dʒɪ'ɑlədʒi	dʒi'ɔlədʒi	n:: 地质::the study of the rocks, soil etc that make up the Earth, and of the way they have changed since the Earth was formed	engineering geology::工程地质学¦petroleum geology::石油地质学¦regional geology::区域地质学¦environmental geology::环境地质，环境地质学¦structural geology::构造地质学¦marine geology::海洋地质学¦mining geology::采矿地质学¦field geology::野外地质学¦department of geology::地质系¦quaternary geology::第四纪地质学¦economic geology::经济地质¦oil geology::石油地质（学）¦areal geology::区域地质¦agricultural geology::农业地质学	He was visiting professor of geology at the University of Georgia.::他曾是佐治亚大学的地质学客座教授。	n::[地质]地质学；地质情况::geologic map, geognosy	adj::geologic:: 地质的；地质学上的¦adv::geologically:: 从地质学角度¦n::geologist:: 地质学家，地质学者		 geo (地球) + logy (…学) → 地质学			
nomadic	nəu'mædik, nɔ-	nəu'mædik	adj:: 游牧的； 流浪的::nomadic people are nomads		nomadic herdsmen::游牧民	adj::游牧的；流浪的；游动的::ragamuffinly, migratory	adj::nomad:: 游牧的；流浪的¦n::nomad:: 游牧民；流浪者		来自nomad (游牧民； 流浪者) + ic → 游牧的			
numerical	nʊ'mɛrɪkl	njuː'merikəl	adj:: 数字的， 用数字表示的::expressed or considered in numbers	numerical simulation::[化]数值模拟¦numerical control::数字控制；数值控制¦numerical method::数值方法；数值计算法¦numerical analysis::[数]数值分析¦numerical calculation::数值计算¦numerical model::n. 数值模式，数值模型¦numerical example::数值例；数例¦numerical value::数值¦numerical solution::数值解；数值解释；近似解¦numerical control system::[计]数控系统¦numerical control machine::n. 数控机床¦numerical modeling::n. 数值模拟¦numerical experiment::数值实验¦numerical integration::数值积分；积分计算¦computer numerical control::计算机数控¦numerical algorithm::数值算法¦numerical data::[计]数值数据；数字资料¦numerical aperture::数值孔径¦numerical code::数码；数字码¦numerical differentiation::微分计算，数值微分；数值微分法	a numerical code::数字密码¦The home team tried to utilize their numerical advantage (= the fact that they had more players than the other team ).::主队试图利用他们在人数上的优势。¦Make sure the files are organized in numerical order.::务必把这些档案按数字顺序排列。	adj::[数]数值的；数字的；用数字表示的（等于numeric）::digital	adj::numeric:: 数值的（等于mumerical）；数字的¦adj::numeral:: 数字的；表示数字的¦adv::numerically:: 数字上；用数字表示¦n::numeric:: 数；数字¦n::numeral:: 数字¦n::numeration:: 计算；数字的读法；[数] 命数法；编号¦n::numerology:: 命理学；数字命理学		 numer (数字) + ical (…的) → 数字的			
readjust	,riə'dʒʌst	ˌriːə'dʒʌst	v:: 重新调整， 再调整::to get used to a new situation, job, or way of life		It takes time to readjust after a divorce.::离婚后需要时间重新适应。		n::readjustment:: 重新调整；重新适应；再调整		 re (重新) + adjust (调整) → 重新调整			
eligible	'ɛlɪdʒəbl	'elidʒəbl	adj:: 符合条件的， 合格的；  合适的， 合意的::someone who is eligible for something is able or allowed to do it, for example because they are the right age	eligible for::合格；够资格¦eligible bidders::合格的投标商¦eligible products::合格产品	Stephen was regarded as an eligible bachelor.::斯蒂芬被认为是一个钻石王老五。	adj::合格的，合适的；符合条件的；有资格当选的::qualified, applicable, becoming, shaped, likely¦n::合格者；适任者；有资格者::acceptee	n::eligibility:: 适任，合格；被选举资格		 e (看作ex， 出) + lig (看作lect， 选择) + ible (…的) → 可以选择的 → 符合条件的			
endurable	ɪn'djʊrəbl	in'djuərəbl	adj:: 可忍受的， 能忍耐的::if a bad situation is endurable, you can accept it, even though it is difficult or painful		The smallest courtesies along the rough roads of life are like the little birds that sing to us all winter long, and make that season of ice and snow more endurable.::在坎坷的生活道路上，最细小的礼貌犹如在漫长的冬天为我们歌唱的小鸟，那歌声使冰天雪地的寒冬变得较易忍受。¦The smallest courtesies along the rough roads of life are like the little birds that sing to us all winter long, and make that season of ice and snow more endurable.::在坎坷的生活道路上，最细小的礼貌犹如在漫长的冬天为歌唱的小鸟，那歌声使冰 天雪地的寒冷变得较易忍受。	adj::能忍耐的；可忍受的；能持久的::acceptable, longsuffering	adj::enduring:: 持久的；能忍受的¦adv::enduringly:: 耐久地；永久地¦n::endurance:: 忍耐力；忍耐；持久；耐久¦v::enduring:: 忍耐（endure的ing形式）¦vi::endure:: 忍耐；持续¦vt::endure:: 忍耐；容忍					
besmirch	bi'smə:tʃ	bi'sməːtʃ	v:: 弄污； 诽谤::If you besmirch someone or their reputation, you say that they are a bad person or that they have done something wrong, usually when this is not true		He has accused local people of trying to besmirch his reputation.::他指责当地人企图败坏他的名誉。	vt::弄污；损害；诽谤::hurt, wrong			be + smirch (污点； 弄脏) → 被弄上污点 → 弄污			
glacier	'ɡleʃɚ	'glæsjə	n:: 冰川， 冰河::a large mass of ice which moves slowly down a mountain valley	glacier national park::冰河国家公园；国家冰川公园（美国）	Do you think we can glide down this glacier?::你觉得我们可以从冰河上滑行下去吗？¦An ice penetrating radar is deployed from a string of four kayaks to survey a section of the Petermann glacier in Greenland.::一部冰透雷达安装在连成一串的四艘橡皮船上，用来考察格陵兰岛彼得曼冰川的一个截面。¦The hue is caused by the silt that is finely ground away from the valley walls by the glacier and deposited in the lake.::之所以会出现这样的色调，是因为淤泥被冰川分成很多远离谷壁的细碎的小块，分散在湖中。	n::冰河，[地理][水文]冰川::ice floe	adj::glacial:: 冰的；冰冷的；冰河时代的¦adj::glaciated:: 受到冰河作用的；冻结成冰的¦adv::glacially:: 冰川地¦n::glaciation:: [地质] 冰川作用；冻结成冰¦v::glaciated:: 被冰冻盖（glaciate的过去分词）¦vt::glaciate:: 使冰冻；被冰冻盖；使受冰川作用					
ultimatum	,ʌltɪ'metəm	ˌʌlti'meitəm	n:: 最后通牒::a threat saying that if someone does not do what you want by a particular time, you will do something to punish them		The club gave him an ultimatum – either he apologized, or he would be expelled from the team.::俱乐部给他下了最后通牒——要么道歉，要么等着被开除出队。¦The army issued an ultimatum for all weapons in the city to be surrendered on October 26th.::军队发出最后通牒，必须于 10 月 26 日交出该市的全部武器。	n::最后通牒；最后结论；基本原理::fundamental, basic principle	adj::ultimate:: 最终的；极限的；根本的¦adv::ultimately:: 最后；根本；基本上¦n::ultimate:: 终极；根本；基本原则¦n::ultimateness:: 结论；终结；终极		 ultim (最后的) + a + tum (看作term， 学期) → 最后的期限 → 最后通牒			
filch	fɪltʃ	filtʃ	v:: 偷窃  ， 窃取::to steal something small or not very valuable		He filched a bottle of wine from the cellar.::他从地窖里偷了一瓶酒。	vt::窃取；偷窃::steal, scrump			 fil (看作file， 文件) + ch → 窃取文件 → 偷窃			
illustrious	ɪ'lʌstrɪəs	i'lʌstriəs	adj:: 杰出的， 著名的， 光荣的； 辉煌的， 灿烂的::famous and admired because of what you have achieved		She has had an illustrious career.::她已经有了辉煌的事业。¦Wagner was just one of many illustrious visitors to the town.::瓦格纳只是到访过这座小镇的众多名人中的一位。	adj::著名的，杰出的；辉煌的::famous, noted, excellent, prominent, brilliant	::illustriousness::优秀¦adv::illustriously:: 有名地；优秀地¦n::illustriousness:: 有名		 il (进入) + lustr (光泽) + ious → 进入到父辈的光泽中， 自己也有光彩 → 著名的； 辉煌的			
unconscious	ʌn'kɑnʃəs	ʌn'kɔnʃəs	adj:: 无意识的， 失去知觉的； 不知道的， 没觉察到::unable to see, move, feel etc in the normal way because you are not conscious	unconscious of::不知道；未发觉¦collective unconscious::[心]集体无意识	She was found alive but unconscious.::她被找到时还活着，但已不省人事。	adj::[心理]无意识的；失去知觉的；[医]不省人事的；未发觉的::mechanical, automatic, cold, spontaneous	adv::unconsciously:: 不知不觉；无意识地¦n::unconsciousness:: 无意识；意识不清；[医] 人事不省		 un (无) + conscious (有意识的) → 无意识的， 失去知觉的			
ratiocination		r3ɪːʃɪəʊsɪ'n3ɪʃən	n:: 推理::		Your thesis is short for the accurate ratiocination to suppose your argument.::你的论文缺少能证明你的论点的正确推理。	n::推理；推论::conclusion, reasoning, inference, consequence	adj::ratiocinative:: 推理的；推论的¦vi::ratiocinate:: 推论；推理；采用三段论法		 ratio (推定； 理由) + cin + ation → 推理			
idle	'aɪdl	'aidl	adj::空闲的，闲置的；无用的，无效的；懒散的::not working or producing anything¦v:: 空费， 虚度::if an engine idles, it runs slowly while the vehicle, machine etc is not moving	idle time::空闲时间，闲置时间；停工时间，停歇时间¦idle away::浪费光阴，虚度时间¦idle speed::低速，怠速；空转速度¦idle equipment::闲置设备¦idle state::静止状态¦idle fund::游资；闲置资金¦idle mode::空闲模式；空闲状态¦idle capacity::闲置生产能力；备用能量¦idle motion::空转；空行程；空载运转；空动¦idle work::虚功，无功；无用功¦idle money::闲置资金；游资¦idle stroke::慢行程	I cannot afford to leave the land lying idle.::我不能让土地闲置。¦The whole team stood idle, waiting for the mechanic.::整队人干站着等技工来。¦The workers have been idle for the last six months.::最近六个月工人们都很闲。	adj::闲置的；懒惰的；停顿的::stopped, lazy¦vi::无所事事；虚度；[机]空转::sit around, lie about¦vt::虚度；[机]使空转::moon, dream away	adv::idly:: 无所事事地；懒惰地，空闲地；无益地¦n::idleness:: 懒惰；闲散；失业¦n::idler:: 懒汉；游手好闲的人；[机] 惰轮；中间齿轮		 他成为偶像 (idol) 后却变懒 (idle) 了			
